Year,State,<1 month,1-5  mos ,6-11 mos ,12-17 mos ,18-23 mos ,24-29 mos ,30-35 mos ,3-4 yrs,5+ years,Total # Children,Missing Data,Mean,Median
2007,South Carolina,2.4,11.1,37.7,21.9,11.8,6.8,3.1,3.8,1.4,424,7,15,11.7
2007,South Dakota,0,4.4,16.9,28.1,23.8,11.9,9.4,5,0.6,160,0,20.1,18.7
2007,Tennessee,19.6,48.9,14.9,6.4,4.2,1.9,1.4,1.7,0.9,1212,2,7.1,3
2007,Texas,0.1,20.5,29.1,23,11.5,6.2,3.2,4.4,2,3946,76,15.5,12.1
2007,Utah,6,66.2,18.8,2.6,2.4,2,0.4,0.7,0.9,453,1,6.3,3.7
2007,Vermont,1,38.1,39.1,13.2,3.6,1.5,1,1.5,1,197,2,9.7,7.1
2007,Virginia,0.2,10.9,27.2,24,14.4,9.5,4.7,6,3.2,633,47,19.1,15
2007,Washington,0.4,23.9,34,16.1,10.4,5.4,3.8,4.5,1.6,1287,4,14.3,10
2007,West Virginia,0,3.7,32.6,32.3,16.2,7.7,1.2,4.2,2,402,1,18.1,15
2007,Wisconsin,1.5,49.1,26.9,11.3,6.5,1.8,1.1,1.4,0.4,725,9,8.8,5.9
2007,Wyoming,21.4,44.3,24.3,4.3,4.3,1.4,0,0,0,70,3,5.4,4.1
2007,Puerto Rico,13,19.8,26,14.1,10.2,2.8,2.8,7.9,3.4,177,3,14.8,8.3
